cpu_usage_percent,ram_usage_percent,active_jobs,idle_time_minutes,power_consumption_watts,utilization_score,monthly_cost_usd,recommendation
71.5,76.4,9,197,319,73.9,192.08,Keep Running
1.0,27.5,0,854,60,14.3,37.17,Shutdown
78.4,61.4,8,440,309,69.9,176.79,Keep Running
54.9,67.0,5,443,243,60.9,154.37,Keep Running
82.5,76.8,9,248,369,79.6,194.27,Keep Running
83.0,100.0,6,206,380,91.5,218.06,Keep Running
93.6,100.0,8,167,408,96.8,246.01,Keep Running
52.0,59.4,4,474,253,55.7,143.06,Keep Running
27.1,19.2,0,616,160,23.2,73.39,Sleep Mode
61.5,53.9,5,267,286,57.7,144.95,Keep Running
55.1,49.4,4,611,261,52.2,137.77,Keep Running
37.2,38.2,0,595,200,37.7,101.82,Sleep Mode
30.6,40.7,1,518,141,35.6,92.2,Sleep Mode
84.0,92.6,5,88,360,88.3,218.98,Keep Running
82.4,58.9,8,182,324,70.7,167.85,Keep Running
64.1,52.4,5,306,289,58.2,147.13,Keep Running
77.7,62.9,5,313,334,70.3,183.97,Keep Running
99.2,95.0,9,0,395,97.1,235.57,Keep Running
39.2,38.1,3,369,216,38.6,106.01,Sleep Mode
4.9,4.8,0,643,78,4.8,14.2,Shutdown
35.4,31.6,2,531,189,33.5,103.74,Sleep Mode
96.4,73.1,8,0,392,84.8,215.56,Keep Running
6.1,14.1,1,646,78,10.1,31.25,Shutdown
91.6,86.8,9,377,386,89.2,224.12,Keep Running
56.4,68.3,3,483,279,62.4,157.16,Keep Running
47.7,43.7,6,643,233,45.7,120.27,Keep Running
83.3,75.2,7,40,333,79.2,199.45,Keep Running
73.0,64.9,6,292,326,68.9,175.47,Keep Running
28.4,37.2,3,746,165,32.8,85.41,Sleep Mode
1.0,4.4,2,671,66,2.7,12.92,Shutdown
92.5,89.7,4,235,386,91.1,223.42,Keep Running
16.6,24.4,0,876,148,20.5,67.94,Shutdown
40.0,28.5,2,487,204,34.2,96.16,Sleep Mode
35.8,43.8,4,507,192,39.8,108.43,Sleep Mode
34.4,33.6,4,610,181,34.0,93.86,Sleep Mode
36.5,48.1,3,412,190,42.3,101.04,Sleep Mode
68.8,79.5,5,134,285,74.2,179.98,Keep Running
60.5,60.8,9,237,286,60.6,165.13,Keep Running
41.7,59.1,4,309,234,50.4,120.78,Keep Running
24.7,9.5,0,534,156,17.1,49.1,Sleep Mode
47.1,62.4,6,388,236,54.8,134.13,Keep Running
24.2,48.9,7,845,134,36.6,93.35,Sleep Mode
77.1,86.6,6,467,343,81.9,205.6,Keep Running
1.0,1.0,0,1027,72,1.0,10.0,Shutdown
1.0,22.6,0,700,70,11.8,28.71,Shutdown
69.5,82.8,5,684,322,76.1,188.41,Keep Running
90.0,97.1,8,256,384,93.5,224.68,Keep Running
41.4,63.8,0,371,217,52.6,130.63,Keep Running
69.2,65.0,9,300,323,67.1,172.63,Keep Running
75.2,78.1,8,400,308,76.7,195.59,Keep Running
10.5,1.0,1,758,102,5.8,15.35,Shutdown
45.9,59.9,2,433,223,52.9,139.01,Keep Running
30.0,14.8,2,687,165,22.4,78.47,Sleep Mode
1.0,18.1,0,753,87,9.6,26.69,Shutdown
31.7,41.4,6,433,142,36.6,82.94,Sleep Mode
18.9,15.6,0,675,123,17.2,46.89,Shutdown
59.0,53.7,6,358,303,56.4,150.49,Keep Running
19.4,71.3,2,716,129,45.3,95.52,Shutdown
86.3,70.2,7,416,363,78.3,201.43,Keep Running
24.6,1.0,3,731,158,12.8,52.7,Sleep Mode
3.3,29.2,0,1066,84,16.2,41.48,Shutdown
48.2,24.0,5,493,249,36.1,98.5,Keep Running
62.6,71.5,7,384,308,67.0,169.37,Keep Running
70.9,87.5,1,332,311,79.2,198.04,Keep Running
26.4,14.4,1,863,169,20.4,60.17,Sleep Mode
34.5,40.0,5,228,187,37.3,105.57,Sleep Mode
36.6,3.4,8,608,201,20.0,67.3,Sleep Mode
48.1,42.8,9,452,230,45.5,116.32,Keep Running
100.0,50.3,11,24,406,75.1,204.83,Keep Running
28.1,44.5,3,632,179,36.3,103.9,Sleep Mode
40.8,25.5,2,227,217,33.1,88.77,Keep Running
57.5,42.1,3,487,268,49.8,126.48,Keep Running
62.9,88.4,5,236,292,75.6,181.8,Keep Running
29.2,2.1,4,638,174,15.6,47.29,Sleep Mode
79.6,74.3,8,310,349,77.0,201.96,Keep Running
35.8,69.9,5,534,190,52.9,127.84,Sleep Mode
23.8,52.6,0,640,167,38.2,93.64,Sleep Mode
54.3,34.3,4,425,255,44.3,116.47,Keep Running
1.0,1.0,0,693,97,1.0,10.19,Shutdown
11.9,26.6,0,642,127,19.3,61.89,Shutdown
29.3,30.3,3,556,144,29.8,80.42,Sleep Mode
31.6,17.6,3,487,208,24.6,69.54,Sleep Mode
71.8,51.0,7,275,289,61.4,161.45,Keep Running
34.4,46.2,2,623,181,40.3,103.51,Sleep Mode
35.8,15.6,1,551,201,25.7,67.81,Sleep Mode
33.8,30.2,2,708,185,32.0,83.01,Sleep Mode
95.0,92.8,10,293,407,93.9,242.08,Keep Running
1.0,3.1,0,1018,70,2.0,11.31,Shutdown
62.9,41.7,5,364,282,52.3,139.12,Keep Running
37.0,38.7,3,703,179,37.9,98.57,Sleep Mode
82.7,97.3,10,46,370,90.0,229.4,Keep Running
72.6,78.2,7,163,326,75.4,197.62,Keep Running
59.6,54.6,4,410,297,57.1,153.87,Keep Running
70.5,63.2,7,359,284,66.9,164.94,Keep Running
37.8,26.0,4,396,190,31.9,89.81,Sleep Mode
8.7,7.0,0,665,122,7.8,26.54,Shutdown
1.0,49.9,1,697,90,25.5,62.56,Shutdown
78.5,88.0,10,105,324,83.3,202.63,Keep Running
1.0,6.0,2,807,59,3.5,10.0,Shutdown
61.0,46.8,5,274,290,53.9,140.57,Keep Running
34.6,53.0,4,679,152,43.8,113.33,Sleep Mode
100.0,72.1,12,64,437,86.0,229.04,Keep Running
50.2,42.1,8,232,257,46.2,122.57,Keep Running
32.5,62.4,1,383,203,47.5,121.86,Sleep Mode
4.2,19.2,0,729,86,11.7,41.92,Shutdown
1.0,1.0,0,762,100,1.0,16.73,Shutdown
1.0,19.3,0,943,50,10.2,32.59,Shutdown
11.5,32.2,2,438,112,21.9,57.13,Sleep Mode
31.8,34.4,4,692,187,33.1,85.11,Sleep Mode
1.3,26.9,0,649,65,14.1,24.45,Shutdown
31.5,39.4,2,424,184,35.5,88.55,Sleep Mode
40.1,35.8,7,537,198,37.9,94.31,Keep Running
65.0,70.7,5,417,295,67.9,173.94,Keep Running
40.1,46.4,5,484,210,43.3,112.12,Keep Running
75.6,57.7,7,306,362,66.6,177.46,Keep Running
29.0,19.9,5,779,164,24.4,68.79,Sleep Mode
55.2,71.8,8,545,258,63.5,151.73,Keep Running
2.0,26.5,0,873,68,14.3,33.12,Shutdown
35.1,45.3,4,397,161,40.2,95.01,Sleep Mode
1.0,39.1,0,667,95,20.1,52.18,Shutdown
1.0,14.8,0,794,76,7.9,22.84,Shutdown
63.3,75.0,7,597,310,69.2,173.28,Keep Running
2.7,17.4,0,805,82,10.0,34.54,Shutdown
45.3,37.5,3,636,249,41.4,113.77,Keep Running
39.4,53.1,1,430,226,46.2,120.07,Sleep Mode
78.9,64.2,4,325,347,71.6,179.48,Keep Running
48.0,49.3,6,485,238,48.7,132.51,Keep Running
66.6,69.2,4,391,278,67.9,181.11,Keep Running
37.5,21.1,3,571,214,29.3,88.82,Sleep Mode
59.3,66.3,4,351,259,62.8,152.11,Keep Running
50.2,42.8,5,587,263,46.5,124.14,Keep Running
1.0,22.8,0,750,55,11.9,23.43,Shutdown
22.2,14.9,0,694,141,18.5,47.62,Sleep Mode
27.8,42.1,2,460,154,35.0,91.98,Sleep Mode
58.7,81.3,8,254,258,70.0,169.78,Keep Running
49.5,48.9,4,498,230,49.2,129.73,Keep Running
56.0,34.9,1,390,242,45.5,118.63,Keep Running
62.1,51.9,6,171,288,57.0,147.09,Keep Running
49.7,29.4,5,437,249,39.6,112.56,Keep Running
74.2,65.0,7,207,309,69.6,184.53,Keep Running
29.8,29.9,1,510,182,29.8,77.88,Sleep Mode
50.5,50.6,1,401,254,50.6,130.27,Keep Running
84.8,63.7,5,368,365,74.2,190.76,Keep Running
1.2,1.0,0,838,60,1.1,10.0,Shutdown
57.5,35.1,5,456,266,46.3,121.41,Keep Running
32.9,34.4,1,566,171,33.6,93.34,Sleep Mode
17.6,32.3,4,940,134,25.0,60.15,Shutdown
60.7,48.7,4,97,290,54.7,148.18,Keep Running
26.6,35.2,6,526,152,30.9,77.13,Sleep Mode
1.0,6.2,1,907,50,3.6,11.97,Shutdown
40.0,43.3,4,609,237,41.7,103.82,Keep Running
68.3,100.0,7,513,300,84.2,194.47,Keep Running
20.4,17.1,1,840,158,18.8,53.96,Sleep Mode
20.7,37.4,1,692,151,29.1,71.59,Sleep Mode
60.5,67.8,5,337,282,64.1,167.66,Keep Running
59.9,67.5,11,181,292,63.7,166.08,Keep Running
1.0,3.3,0,764,86,2.1,13.15,Shutdown
68.0,32.8,7,263,292,50.4,126.72,Keep Running
6.7,35.0,1,816,108,20.8,58.67,Shutdown
87.5,75.8,11,32,372,81.6,211.97,Keep Running
39.2,10.2,5,563,211,24.7,72.91,Sleep Mode
45.5,55.8,2,372,225,50.6,132.86,Keep Running
79.3,93.3,9,0,344,86.3,210.19,Keep Running
12.0,40.8,3,817,114,26.4,65.33,Shutdown
48.5,44.5,4,484,240,46.5,126.47,Keep Running
63.0,40.9,5,506,295,52.0,138.16,Keep Running
1.0,23.6,0,707,86,12.3,39.66,Shutdown
1.0,1.0,0,688,92,1.0,13.18,Shutdown
20.2,26.1,0,723,142,23.1,60.23,Sleep Mode
61.4,77.9,7,359,289,69.6,169.46,Keep Running
52.4,46.9,6,411,247,49.6,126.61,Keep Running
54.2,76.5,7,621,282,65.4,174.56,Keep Running
55.2,56.7,4,690,251,55.9,143.24,Keep Running
15.6,25.0,4,658,126,20.3,64.96,Shutdown
14.8,33.3,5,500,122,24.0,65.05,Sleep Mode
68.6,76.1,8,524,314,72.3,181.63,Keep Running
69.9,55.8,4,281,326,62.9,163.03,Keep Running
100.0,83.1,12,0,423,91.5,231.49,Keep Running
84.1,81.5,7,241,360,82.8,213.16,Keep Running
77.4,60.1,9,137,323,68.7,174.53,Keep Running
18.9,9.4,2,762,119,14.1,49.56,Shutdown
85.8,100.0,9,207,337,92.9,225.75,Keep Running
66.2,27.8,7,171,286,47.0,138.1,Keep Running
51.2,39.7,2,404,251,45.4,116.65,Keep Running
25.4,20.0,2,608,151,22.7,66.37,Sleep Mode
48.7,41.3,6,366,240,45.0,115.41,Keep Running
55.0,51.4,6,437,250,53.2,127.25,Keep Running
54.0,63.2,4,255,265,58.6,146.44,Keep Running
5.7,22.2,1,676,73,13.9,33.51,Shutdown
43.4,52.6,2,516,222,48.0,116.67,Keep Running
14.4,21.5,1,641,129,17.9,51.25,Shutdown
90.1,86.0,9,70,375,88.1,222.94,Keep Running
66.9,61.7,6,310,280,64.3,153.3,Keep Running
68.3,73.5,7,412,314,70.9,185.95,Keep Running
71.8,52.1,6,330,325,62.0,154.28,Keep Running
46.4,61.6,6,490,241,54.0,143.11,Keep Running
46.3,47.5,5,495,254,46.9,126.05,Keep Running
38.0,25.2,0,635,197,31.6,82.84,Sleep Mode
57.8,50.3,5,477,282,54.1,138.56,Keep Running
18.5,2.8,1,596,150,10.6,43.13,Shutdown
44.8,82.7,5,477,218,63.7,156.77,Keep Running
90.4,84.4,6,255,412,87.4,223.04,Keep Running
100.0,65.9,9,224,406,83.0,215.81,Keep Running
30.6,24.1,1,517,180,27.4,76.09,Sleep Mode
85.4,99.0,10,340,371,92.2,229.76,Keep Running
30.4,43.1,3,482,169,36.7,95.01,Sleep Mode
1.0,1.0,2,644,50,1.0,10.0,Shutdown
91.1,87.6,10,137,360,89.3,230.67,Keep Running
21.6,3.0,3,701,126,12.3,37.89,Sleep Mode
4.7,13.9,0,737,50,9.3,27.65,Shutdown
56.6,21.4,2,295,296,39.0,111.34,Keep Running
44.0,15.6,3,511,206,29.8,71.5,Keep Running
26.8,20.0,0,607,180,23.4,70.8,Sleep Mode
74.4,50.6,9,226,350,62.5,166.7,Keep Running
46.0,31.0,3,374,234,38.5,104.4,Keep Running
1.0,23.4,1,806,89,12.2,38.16,Shutdown
39.0,25.8,7,484,193,32.4,87.37,Sleep Mode
13.6,28.6,4,674,128,21.1,51.31,Shutdown
53.2,40.8,4,290,264,47.0,126.28,Keep Running
58.7,56.8,7,431,297,57.8,166.01,Keep Running
68.7,60.1,7,357,330,64.4,165.04,Keep Running
41.1,38.3,3,337,223,39.7,112.45,Keep Running
12.2,1.0,1,751,123,6.6,28.81,Shutdown
66.7,64.2,7,404,316,65.4,165.09,Keep Running
28.3,34.0,5,595,174,31.1,85.51,Sleep Mode
48.8,33.0,4,278,237,40.9,110.19,Keep Running
76.4,86.5,8,292,311,81.4,202.4,Keep Running
41.1,40.3,4,582,238,40.7,109.92,Keep Running
38.9,65.9,2,374,201,52.4,132.35,Sleep Mode
16.8,5.6,0,596,134,11.2,36.51,Shutdown
92.1,85.1,6,259,376,88.6,218.65,Keep Running
28.6,39.6,2,713,190,34.1,90.34,Sleep Mode
67.4,71.7,4,275,299,69.5,175.44,Keep Running
74.1,81.0,7,170,291,77.6,189.18,Keep Running
36.5,50.4,11,629,188,43.5,115.23,Sleep Mode
72.7,86.2,6,417,338,79.5,198.08,Keep Running
44.6,26.1,4,666,216,35.3,97.46,Keep Running
33.6,22.3,2,561,185,28.0,86.07,Sleep Mode
37.0,42.0,2,622,208,39.5,103.09,Sleep Mode
25.9,6.7,4,553,159,16.3,47.81,Sleep Mode
1.0,11.1,0,664,78,6.1,16.75,Shutdown
40.5,52.5,0,566,221,46.5,116.62,Keep Running
24.5,36.6,2,614,143,30.5,78.11,Sleep Mode
36.3,40.6,3,629,198,38.5,95.89,Sleep Mode
66.0,61.2,2,331,299,63.6,170.29,Keep Running
50.9,33.7,9,580,235,42.3,111.72,Keep Running
39.3,15.4,4,325,203,27.4,83.56,Sleep Mode
25.1,22.5,5,576,143,23.8,67.53,Sleep Mode
60.5,70.9,6,278,264,65.7,166.41,Keep Running
53.5,55.6,7,491,263,54.5,145.78,Keep Running
98.6,74.9,8,0,430,86.7,230.75,Keep Running
60.1,50.1,4,568,286,55.1,146.88,Keep Running
34.0,41.2,3,525,178,37.6,84.49,Sleep Mode
18.1,15.5,0,758,110,16.8,48.78,Shutdown
66.1,64.5,7,115,275,65.3,166.45,Keep Running
37.0,52.0,6,481,210,44.5,111.93,Sleep Mode
93.3,92.4,8,243,364,92.9,233.51,Keep Running
37.3,39.2,3,560,208,38.3,96.73,Sleep Mode
28.1,33.6,3,415,162,30.8,81.04,Sleep Mode
26.8,48.7,2,879,150,37.8,92.31,Sleep Mode
15.6,43.0,3,684,113,29.3,68.12,Shutdown
100.0,71.5,9,0,431,85.7,221.89,Keep Running
42.3,71.2,8,593,230,56.7,137.24,Keep Running
49.8,63.2,2,384,237,56.5,138.86,Keep Running
39.4,38.7,1,597,194,39.0,106.82,Sleep Mode
1.0,14.0,0,711,74,7.5,30.04,Shutdown
1.0,6.6,0,940,59,3.8,16.38,Shutdown
39.2,60.5,5,366,204,49.8,126.04,Sleep Mode
75.0,63.8,5,343,329,69.4,169.72,Keep Running
12.0,28.2,0,762,104,20.1,53.58,Shutdown
5.5,1.0,0,863,106,3.2,29.37,Shutdown
57.3,40.5,7,461,252,48.9,128.12,Keep Running
35.8,30.6,3,469,192,33.2,91.13,Sleep Mode
26.2,33.3,4,744,148,29.7,67.57,Sleep Mode
50.2,48.8,4,425,239,49.5,126.18,Keep Running
1.0,31.2,0,682,72,16.1,34.74,Shutdown
23.4,40.5,0,711,157,31.9,84.01,Sleep Mode
51.2,55.3,4,329,245,53.3,136.28,Keep Running
26.0,34.1,2,477,175,30.0,83.51,Sleep Mode
80.2,86.1,6,254,363,83.2,216.88,Keep Running
61.6,74.8,7,476,284,68.2,162.71,Keep Running
46.6,53.9,4,269,212,50.2,118.43,Keep Running
44.4,34.9,5,494,225,39.7,110.89,Keep Running
26.8,41.1,2,429,167,34.0,88.27,Sleep Mode
22.9,36.3,3,499,152,29.6,80.59,Sleep Mode
57.2,53.8,7,426,279,55.5,148.24,Keep Running
45.4,51.7,5,550,199,48.5,124.3,Keep Running
29.3,69.3,2,396,169,49.3,109.28,Sleep Mode
54.8,47.9,2,207,276,51.4,140.18,Keep Running
51.7,26.1,4,499,240,38.9,113.38,Keep Running
19.0,25.6,2,732,157,22.3,56.23,Shutdown
4.7,16.1,0,771,61,10.4,25.14,Shutdown
65.0,62.7,8,134,286,63.8,158.83,Keep Running
40.3,16.1,2,518,209,28.2,82.09,Keep Running
39.3,56.4,3,620,228,47.9,115.6,Sleep Mode
45.3,53.2,2,483,217,49.3,120.18,Keep Running
64.5,38.2,5,523,276,51.3,133.37,Keep Running
61.1,79.9,4,277,287,70.5,167.82,Keep Running
1.0,10.5,0,846,56,5.8,22.51,Shutdown
55.3,60.7,2,238,270,58.0,146.72,Keep Running
28.5,33.1,2,634,175,30.8,81.1,Sleep Mode
72.3,49.9,8,199,311,61.1,166.38,Keep Running
59.4,60.0,6,461,275,59.7,158.99,Keep Running
40.7,29.2,5,390,207,35.0,82.27,Keep Running
92.5,92.0,10,246,386,92.2,235.11,Keep Running
26.3,14.1,2,795,154,20.2,65.4,Sleep Mode
41.2,55.7,5,511,205,48.4,124.79,Keep Running
44.5,52.0,4,328,214,48.3,124.72,Keep Running
19.7,39.5,0,678,148,29.6,77.86,Shutdown
46.7,61.7,3,292,238,54.2,149.26,Keep Running
61.0,66.7,7,363,287,63.9,167.06,Keep Running
53.1,46.2,6,522,240,49.7,131.7,Keep Running
37.2,22.2,4,384,226,29.7,82.04,Sleep Mode
66.3,51.6,2,272,278,59.0,146.04,Keep Running
38.6,23.8,4,443,198,31.2,92.07,Sleep Mode
45.4,61.0,8,562,230,53.2,130.66,Keep Running
47.2,62.9,8,642,249,55.0,138.58,Keep Running
83.3,83.1,8,333,374,83.2,218.79,Keep Running
25.7,45.1,4,416,160,35.4,88.89,Sleep Mode
45.5,17.9,2,527,230,31.7,84.0,Keep Running
75.8,54.9,10,441,318,65.4,173.33,Keep Running
22.5,18.2,0,694,126,20.3,51.86,Sleep Mode
36.9,25.6,2,443,204,31.2,82.92,Sleep Mode
63.8,56.1,4,353,308,60.0,155.76,Keep Running
39.7,61.6,3,510,188,50.6,119.0,Sleep Mode
42.8,33.0,6,551,192,37.9,102.19,Keep Running
36.0,45.5,7,690,203,40.8,108.82,Sleep Mode
34.9,57.4,2,510,200,46.1,117.05,Sleep Mode
43.9,44.6,1,346,214,44.3,100.44,Keep Running
98.1,89.3,6,0,412,93.7,245.0,Keep Running
12.3,1.0,0,669,120,6.7,21.41,Shutdown
72.1,89.8,7,107,319,81.0,202.4,Keep Running
60.6,40.5,0,367,274,50.6,138.84,Keep Running
64.5,55.7,7,384,292,60.1,154.31,Keep Running
80.3,66.6,3,290,353,73.4,185.73,Keep Running
26.8,46.0,1,513,169,36.4,92.94,Sleep Mode
39.2,58.9,6,594,219,49.0,119.33,Sleep Mode
40.0,28.5,3,468,188,34.3,100.82,Keep Running
28.3,62.9,4,598,149,45.6,107.81,Sleep Mode
49.0,45.5,7,439,247,47.3,124.84,Keep Running
49.2,71.8,4,448,241,60.5,160.92,Keep Running
40.2,12.2,5,769,214,26.2,82.34,Keep Running
55.6,49.6,6,399,256,52.6,140.71,Keep Running
51.3,64.7,1,578,244,58.0,144.17,Keep Running
1.0,9.3,3,784,66,5.2,14.34,Shutdown
2.5,9.8,0,806,82,6.1,13.46,Shutdown
59.7,38.4,8,437,295,49.1,144.42,Keep Running
64.2,56.8,6,282,286,60.5,158.69,Keep Running
34.3,26.8,5,645,192,30.6,83.82,Sleep Mode
21.2,9.3,1,572,131,15.2,49.09,Sleep Mode
27.5,29.9,3,831,167,28.7,76.39,Sleep Mode
41.6,22.0,6,388,210,31.8,77.61,Keep Running
10.6,37.4,0,706,99,24.0,52.7,Shutdown
87.4,80.7,8,298,365,84.0,210.76,Keep Running
70.1,82.1,7,212,356,76.1,189.95,Keep Running
27.0,1.4,4,648,203,14.2,52.95,Sleep Mode
51.6,12.3,6,319,240,32.0,90.2,Keep Running
36.5,29.2,4,500,191,32.8,91.2,Sleep Mode
87.2,63.4,9,41,354,75.3,192.98,Keep Running
27.9,35.8,3,599,164,31.8,83.65,Sleep Mode
65.3,77.4,9,92,288,71.3,170.48,Keep Running
38.5,38.6,1,432,188,38.5,99.78,Sleep Mode
65.8,77.9,8,257,290,71.8,174.16,Keep Running
60.7,55.6,5,486,293,58.1,151.06,Keep Running
17.5,47.4,3,684,143,32.4,82.8,Shutdown
80.3,88.5,6,124,361,84.4,211.12,Keep Running
1.0,8.9,1,851,74,5.0,12.74,Shutdown
93.8,63.7,9,65,417,78.7,202.49,Keep Running
27.5,29.6,0,671,193,28.6,76.39,Sleep Mode
65.6,44.6,8,551,278,55.1,152.86,Keep Running
51.3,49.8,7,386,242,50.5,130.91,Keep Running
32.1,29.8,0,623,198,31.0,84.02,Sleep Mode
3.0,8.4,1,711,71,5.7,21.21,Shutdown
81.3,62.9,11,247,370,72.1,194.1,Keep Running
42.7,55.3,4,438,250,49.0,128.83,Keep Running
65.0,79.5,8,365,284,72.3,180.28,Keep Running
50.2,42.9,4,486,237,46.6,115.7,Keep Running
48.0,48.8,5,421,234,48.4,123.7,Keep Running
36.2,44.5,5,751,149,40.3,110.42,Sleep Mode
39.4,38.5,4,538,230,39.0,103.28,Sleep Mode
86.7,77.7,10,239,362,82.2,209.19,Keep Running
88.1,72.1,7,249,385,80.1,209.45,Keep Running
53.2,62.2,6,403,243,57.7,144.27,Keep Running
62.6,81.2,4,223,289,71.9,176.87,Keep Running
59.6,56.6,5,571,273,58.1,154.13,Keep Running
66.4,94.1,9,325,289,80.2,197.44,Keep Running
64.1,73.0,5,293,257,68.6,164.96,Keep Running
42.1,45.4,4,732,231,43.8,104.15,Keep Running
25.0,35.4,2,788,177,30.2,76.54,Sleep Mode
1.0,5.3,0,807,65,3.1,17.89,Shutdown
34.1,39.8,4,413,188,36.9,96.73,Sleep Mode
9.2,24.3,0,561,119,16.7,41.88,Shutdown
64.9,59.6,3,313,304,62.3,158.46,Keep Running
65.5,48.4,5,492,310,57.0,141.59,Keep Running
45.0,66.5,7,285,202,55.8,131.72,Keep Running
20.6,46.0,1,808,143,33.3,85.51,Sleep Mode
71.1,73.5,6,0,320,72.3,192.33,Keep Running
80.0,85.3,7,216,380,82.7,212.69,Keep Running
30.6,20.9,0,623,181,25.7,71.1,Sleep Mode
64.3,45.2,5,416,298,54.7,137.09,Keep Running
27.2,31.7,2,763,167,29.4,74.8,Sleep Mode
62.7,74.7,5,199,282,68.7,174.81,Keep Running
15.2,11.2,2,616,120,13.2,38.4,Shutdown
98.9,63.7,11,229,397,81.3,214.36,Keep Running
27.0,31.3,4,500,146,29.2,79.4,Sleep Mode
76.2,67.9,4,122,340,72.0,185.23,Keep Running
29.2,35.2,5,548,176,32.2,86.41,Sleep Mode
68.9,72.4,5,401,305,70.6,175.56,Keep Running
100.0,100.0,13,0,412,100.0,259.16,Keep Running
41.5,33.3,7,317,230,37.4,100.04,Keep Running
12.4,17.7,2,693,121,15.0,26.03,Shutdown
75.7,54.7,6,338,350,65.2,165.9,Keep Running
61.0,53.1,5,627,281,57.1,148.54,Keep Running
57.9,40.9,3,358,274,49.4,134.72,Keep Running
1.0,13.7,0,814,55,7.4,17.12,Shutdown
63.1,58.9,4,414,299,61.0,160.95,Keep Running
8.9,1.0,4,736,94,5.0,20.36,Shutdown
53.8,41.8,5,399,243,47.8,121.92,Keep Running
16.0,13.9,2,449,145,15.0,41.08,Sleep Mode
12.4,19.8,2,669,100,16.1,41.05,Shutdown
57.7,83.6,4,369,259,70.6,166.15,Keep Running
46.3,64.1,4,436,223,55.2,139.92,Keep Running
81.4,70.2,9,259,348,75.8,190.8,Keep Running
94.6,74.8,14,88,392,84.7,213.81,Keep Running
50.4,35.9,4,331,236,43.1,118.44,Keep Running
38.7,29.0,1,575,194,33.8,96.15,Sleep Mode
47.8,71.5,4,528,232,59.7,139.68,Keep Running
42.4,79.0,2,707,227,60.7,139.94,Keep Running
100.0,100.0,11,0,447,100.0,255.8,Keep Running
56.4,69.0,6,404,283,62.7,151.26,Keep Running
40.1,45.4,4,377,214,42.8,114.99,Keep Running
49.4,40.3,2,383,254,44.8,117.88,Keep Running
63.3,56.8,5,126,293,60.1,151.73,Keep Running
50.9,27.0,1,563,242,39.0,114.15,Keep Running
68.8,65.1,6,472,336,66.9,164.08,Keep Running
1.0,39.4,0,1008,79,20.2,48.05,Shutdown
9.1,18.4,0,873,77,13.8,34.6,Shutdown
36.3,28.6,5,657,189,32.5,85.07,Sleep Mode
57.0,44.7,5,372,276,50.9,140.15,Keep Running
41.3,51.9,3,257,228,46.6,119.03,Keep Running
26.7,5.5,2,625,159,16.1,58.53,Sleep Mode
30.8,28.0,1,641,188,29.4,89.83,Sleep Mode
1.0,17.3,0,848,73,9.1,26.97,Shutdown
59.5,85.8,5,550,251,72.7,177.4,Keep Running
25.9,25.1,3,773,169,25.5,73.47,Sleep Mode
35.8,54.1,2,552,192,44.9,110.49,Sleep Mode
32.3,49.1,0,566,161,40.7,96.64,Sleep Mode
36.0,34.1,1,514,189,35.0,98.5,Sleep Mode
37.8,46.6,5,571,191,42.2,112.54,Sleep Mode
16.9,9.7,1,701,144,13.3,37.13,Shutdown
19.6,2.1,2,611,121,10.8,35.0,Shutdown
17.1,30.9,0,760,147,24.0,70.67,Shutdown
52.9,63.5,3,54,247,58.2,146.86,Keep Running
17.6,21.9,4,791,93,19.7,59.89,Shutdown
29.9,45.7,5,530,144,37.8,89.8,Sleep Mode
13.1,1.0,1,711,102,7.1,34.6,Shutdown
78.9,58.4,7,204,317,68.6,181.88,Keep Running
9.5,12.8,1,816,108,11.2,38.73,Shutdown
32.3,22.1,3,530,179,27.2,71.42,Sleep Mode
1.0,27.1,0,817,68,14.0,44.85,Shutdown
25.7,13.9,1,935,157,19.8,63.49,Sleep Mode
10.4,8.7,0,630,98,9.6,33.1,Shutdown
49.9,36.3,3,404,226,43.1,116.26,Keep Running
100.0,90.7,8,0,423,95.4,246.6,Keep Running
1.0,2.4,0,870,52,1.7,10.0,Shutdown
53.3,80.5,5,597,277,66.9,165.69,Keep Running
31.5,54.6,0,706,189,43.1,113.09,Sleep Mode
22.4,16.5,2,825,129,19.4,52.45,Sleep Mode
55.6,44.0,3,555,243,49.8,126.45,Keep Running
53.4,58.0,4,445,280,55.7,148.79,Keep Running
2.0,23.8,1,641,81,12.9,37.18,Shutdown
92.0,62.0,6,56,407,77.0,212.21,Keep Running
45.6,55.2,3,542,243,50.4,128.92,Keep Running
83.3,70.9,10,176,382,77.1,199.61,Keep Running
4.9,1.0,1,657,64,2.9,13.02,Shutdown
61.6,81.3,2,287,295,71.5,172.46,Keep Running
97.3,69.0,8,187,394,83.1,212.79,Keep Running
18.5,40.4,0,620,145,29.5,70.94,Shutdown
57.3,64.0,9,281,269,60.6,147.77,Keep Running
2.5,3.1,1,952,103,2.8,25.66,Shutdown
45.8,48.6,7,380,218,47.2,122.28,Keep Running
23.0,26.7,3,493,176,24.8,71.1,Sleep Mode
2.2,14.6,0,903,50,8.4,18.75,Shutdown
53.7,33.6,8,424,255,43.7,121.08,Keep Running
34.3,15.2,1,558,222,24.8,74.42,Sleep Mode
40.9,63.8,4,478,220,52.3,128.72,Keep Running
27.4,41.4,0,550,174,34.4,92.66,Sleep Mode
55.0,68.5,6,483,264,61.8,148.65,Keep Running
